Book|Chapter #|Verse #|Verse
Lukas|10|22|Duk paꞌin si Isa pe, "Bakas pinangandel ne si aku kēmon-kēmonin weꞌ Samaku, Tuhanin. Gaꞌ niyaꞌ ngataꞌuhan bang sine ku, aku Anak Tuhanin, luwal hadja Samakun, Tuhanin. Duk gaꞌ isab niyaꞌ ngataꞌuhan bang sine Samakun, luwal hadja aku, anaknen duk sine-sine pineneꞌkun, iye pamakilalehanku Samakun." 
Lukas|10|23|Manjari paharap si Isa si meꞌ tindegnen duk paꞌinne si siye hadja, "Asal hāp pe kaꞌam peggeꞌ takitebi kēmon meꞌ takitebi inin. 
Lukas|10|24|Akahante kaꞌam, ekka meꞌ nabi duk meꞌ sultan awwalley mabayaꞌ teꞌed ngite takitebi kuweꞌitu inin, saguwaꞌ gaꞌ inin takitede. Mabayaꞌ teꞌed isab takalede meꞌ takalebi kuweꞌitu inin saguwaꞌ gaꞌ takalede." 
Lukas|10|25|Manjari niyaꞌ dambuwaꞌ guru pandey si saraꞌ āgama pī pu si Isa. Niyaꞌ tilewne panuleyanne si Isa. Paꞌinne, "Tuwan, ine subey hinangku supaya ku pinasukuꞌan umul gaꞌ niyaꞌ tamananne?" 
Lukas|10|26|Nambung si Isa, paꞌ inne, "Ine teꞌ tasulat dem saraꞌ Tuhan inambanan si Musahin? Ine tabatsanun laꞌi?" 
Lukas|10|27|Nambung iye, paꞌinne, "Paꞌin saraꞌin: Subey kalasahannu Tuhanin, Panuhutannun, dambūs-būs ateynun duk pikilannun duk basagnun. Duk subey kalasahannu saweꞌnun kuweꞌ pangalasanu dinun." 
Lukas|10|28|"Tewwaꞌ sambungnun," paꞌin si Isa. "Hinangun iyan duk pinasukuhan du kew umul gaꞌ tamananne." 
Lukas|10|29|Manjari guru miyaꞌan gaꞌi bayaꞌ tadaꞌag, hangkan paꞌinne pu si Isa, "Sine teꞌ saweꞌku subey kinalasahankun?" 
Lukas|10|30|Nambung si Isa magdalilan, paꞌinne, "Niyaꞌ dambuwaꞌ Yahudi padurul amban Awrusalam hap puweblo Ariha. Sābune si lān, ilaꞌugan iye weꞌ meꞌ mundu. Pinapeddiꞌan iye weꞌ de duk ineddoꞌ weꞌ de meꞌ kēmonnen sampay semmek si barannen. Sōng matey iye ubus bu inambanan iye weꞌ de. 
Lukas|10|31|Duk magsātaꞌ, niyaꞌ dambuwaꞌ imam Yahudi nuhut lān miyaꞌan. Pagkitene aꞌahin, palibuwad iye amban dambiyaꞌ. 
Lukas|10|32|Damikkiyan isab niyaꞌ seddili aꞌa lumabey si antag miyaꞌan. Aꞌa inin Yahudi isab, tubuꞌ si Libi duk hinangnen nabangan imam si langgalin. Pagkitene aꞌahin, palibuwad isab iye. 
Lukas|10|33|Gaꞌ du tiggel niyaꞌ dambuwaꞌ aꞌa bangsa Samariya, si paglengngananne tapī iye laꞌi si antag miyaꞌan. Pagkitene aꞌahin, maꞌaseꞌ teꞌed iye. 
Lukas|10|34|Patapit iye pī duk tambalanne bakatnen duk isellan duk boheꞌ ubas, ubus bu pinekkes weꞌ ne. Ubus binengket weꞌ ne bu pinasakey si hayepne duk binoꞌo weꞌ ne pī si lumaꞌ paghegpaꞌ-hegpaꞌan duk inuntul weꞌ ne laꞌi. 
Lukas|10|35|Pagsasumuhin, ngurung iye sīn si dapuꞌ lumaꞌin duk paꞌinne si iye, 'Ipatun aku aꞌa inin. Bang kagastu kew labi amban sīn inin, bayedante saꞌ kew pagbalik ku pitu.' " 
Lukas|10|36|Manjari paꞌin si Isa si guruhin, "Na, si aꞌa tellungan miyaꞌan, inggehin pikilnu asal bennal mapasaweꞌ si aꞌa ilaꞌugan weꞌ meꞌ munduhin?" 
Lukas|10|37|Nambung iye, paꞌinne, "Mamaꞌaseꞌ si iyehin duk manabang iyehin." Manjari paꞌin si Isa si iye, "Pī kew, hinangun sa hininang aꞌa miyaꞌan." 
Lukas|10|38|Palanjal disi Isa duk meꞌ tindegnen duk tekka siye si dambuwaꞌ kalumaꞌan. Niyaꞌ laꞌi dambuwaꞌ dende inēnan si Marta. Inaddatan si Isa laꞌi si lumaꞌne. 
Lukas|10|39|Niyaꞌ pungtinaꞌi si Marta dende inēnan Mariyam. Si Mariyam inin ningkoloꞌ si antag bettis si Isa pakale-kale si meꞌ binissānen. 
Lukas|10|40|Si Marta sasew teꞌed weꞌ hinangne maꞌekkahin magpanyap para pu disi Isa. Hangkan patapit iye pu si Isa duk paꞌinne, "Tuwan, gaꞌi ke hinangnu ine bisan ku tiyaꞌ pasagadan pungtinaꞌikun maghinang dendang-dendangan? Daꞌakun be iye nabangan aku." 
Lukas|10|41|Saguwaꞌ sambungan si Isa iye, paꞌinne, "Kaꞌu Marta, suse kew duk ekka makasasew kaꞌu bu gaꞌ du niyaꞌ tantu kagunahanne. 
Lukas|10|42|Dambuwaꞌ du hadja mahadje kagunahannen. Duk tapeneꞌ weꞌ Mariyam mahāp inin duk gaꞌi inin kaꞌānan amban iye."
Lukas|11|1|Dambuwaꞌ ellew ngampun si Isa. Pagubus iye ngampun, paꞌin dangan meꞌ tindegnen si iye, "Tuwan, toloꞌanun koꞌ kami bang saꞌingge pangampunin, sa Yahiyahin tinoloꞌan weꞌ ne meꞌ tindegnen." 
Lukas|11|2|Nambung si Isa, paꞌinne, "Bang kaꞌam ngampun subey kuweꞌ inin. Paꞌinun bi,'O Ammaꞌ, karayaw ēnnun pinagaddatan weꞌ kēmon manusiyaꞌin. Karayaw weꞌ gaꞌi tiggel, magbayaꞌ ne kew si kēmon manusiyaꞌ. 
Lukas|11|3|Urunganun kami kinakan ellew-ellew. 
Lukas|11|4|Ampunun meꞌ duse kamihin kuweꞌ du isab pangampun kami meꞌ makaduse si kamihin. Patalahun kami amban sassat.' " 
Lukas|11|5|Paꞌin si Isa pe si siye, "Saꞌupama niyaꞌ kaꞌam taga bagay duk pī kaꞌam si iye tengaꞌ bahangi duk paꞌinbi, 'O bagay, pasambiꞌun koꞌ ku tellu kayuꞌ pan, 
Lukas|11|6|peggeꞌ īꞌ niyaꞌ bagayku bahu tekka amban paglengngananne, bu gaꞌ niyaꞌ pamakanku iye.'
Lukas|11|7|Manjari nambung iye amban diyalem, paꞌinne, 'Daꞌa ku sasewun. Bagat ne gawangin duk tiyaꞌ ne ku duk meꞌ anakkun pabāk. Gaꞌi ku makasaggaꞌ dongaꞌ ngurungan kaꞌu ine-ine.'
Lukas|11|8|Akahante kaꞌam," paꞌin si Isa, "sudda dongaꞌ du bagaybi iyan duk urunganne kaꞌam kēmon sukalbin, dumaꞌin peggeꞌ magbagay kaꞌam saguwaꞌ peggeꞌ gaꞌi kaꞌam padeheng māku. 
Lukas|11|9|Hangkan paꞌinku si kaꞌam: Māku-māku kaꞌam, ubus bu inurungan du kaꞌam. Miha kaꞌam, ubus bu ngasuwaꞌ du kaꞌam. Makipadiyalem kaꞌam, ubus bu ilukahan du kaꞌam. 
Lukas|11|10|Peggeꞌ kēmon mamākuhin, inurungan du, mamihahin ngasuwaꞌ du, duk makipadiyalemin, ilukahan du. 
Lukas|11|11|Kaꞌam meꞌ taga anakin, bang māku anakbin kenna, urunganbi ke iye sawe? 
Lukas|11|12|Atawa bang māku iye pugad, urunganbi ke iye sipitkāꞌ? 
Lukas|11|13|Kaꞌam, bisan kaꞌam dusehan, taꞌu du kaꞌam ngurungan anakbin meꞌ bayuꞌ-bayuꞌan mahāpin. Pasōng pe teꞌed Tuhanin, Samabi si surgaꞌin, pangurungne si kaꞌam Niyawa Sutsihin bang kaꞌam māku si iye." 
Lukas|11|14|Mintedde isab, magpaluwas si Isa seyitan makaꞌumew. Pagluwas seyitanin, aꞌa maꞌumewin kapamissā ne. Ulaliꞌ teꞌed meꞌ aꞌahin. 
Lukas|11|15|Saguwaꞌ paꞌin meꞌ sinduwehin, "Kaꞌurungan iye balakat weꞌ Belsebul, nakuraꞌ meꞌ seyitanin, hangkan iye kapagpaluwas meꞌ seyitan." 
Lukas|11|16|Meꞌ sinduwehin isab, panuleyande si Isa, makipakite hinangan makaꞌulaliꞌ duk kataꞌuhande bang bennal iye amban Tuhan. 
Lukas|11|17|Saguwaꞌ kataꞌuhan si Isa bang ine dem pikilanden hangkan paꞌinne si siye, "Saꞌupama bang niyaꞌ pagsultanan bu magbonoꞌ meꞌ aꞌanen, suddanen magkaꞌat pagsultanan miyaꞌan. Duk bang magtewtey-anakin magkuntara, magkaꞌat du isab. 
Lukas|11|18|Hangkan, bang nakuraꞌ seyitanin maluwas tindegne seyitanin, hātinen weꞌ magkuntara ne siye duk gaꞌi layun pagbayaꞌan seyitanin. Paꞌinbi weꞌ magpaluwas ku seyitan peggeꞌ kaꞌurungan ku balakat weꞌ Belsebul, nakuraꞌ seyitanin. 
Lukas|11|19|Bang bennal inin, na meꞌ tindegbin, amban balakat sine pagpaluwasde seyitanin? Siye ne iyan magpaꞌinin weꞌ salaꞌ pamikilbin. 
Lukas|11|20|Saguwaꞌ iye matoꞌohin, asal amban Tuhan balakatku magpaluwas seyitanin. Hātine inin, Tuhanin magbayaꞌ ne tuꞌu si kaꞌam. 
Lukas|11|21|"Saꞌupama bang niyaꞌ aꞌa basag duk diyalem bessi manteyan lumaꞌnen, gaꞌi siya-siya meꞌ alataꞌnen. 
Lukas|11|22|Saguwaꞌ bang niyaꞌ pasōng basag amban iye hap pī nekka iye bu tadaꞌag iye, ineddoꞌ amban iye meꞌ bessi pangandelannen, duk binahagiꞌ-bahagiꞌ meꞌ alataꞌnen weꞌ mangandaꞌagin pangurung pī si meꞌ saweꞌnen." 
Lukas|11|23|Paꞌin si Isa pe, "Manggaꞌi mamēbbegan akuhin, nguntarahan aku. Duk manggaꞌi manabangan aku magtipunin, nganat-nganat du." 
Lukas|11|24|"Bang niyaꞌ seyitan," paꞌin si Isa, "paluwas amban aꞌa, maglengngan-lengngan iye dem lahat makagindew-gindew miha pahalihanne. Bang gaꞌi iye ngasuwaꞌ, paꞌinne dem pikilanne, 'Tiyaꞌ ku balik pī si bakas patennaꞌankun.'
Lukas|11|25|Pagtekkane laꞌi, takitene weꞌ bakas pinahidan ne duk memes ne. 
Lukas|11|26|Ubus pī iye ngeddoꞌ pituꞌ meꞌ seyitan seddili, pasōng pe laꞌatden amban iye duk paꞌasek siye kēmon pī dem baran aꞌahin patennaꞌ laꞌi. Kaꞌujudan aꞌa miyaꞌan, pasōng pe laꞌatan maꞌumantag si iye kuweꞌituhin amban tagnaꞌin." 
Lukas|11|27|Manjari, pagubus hadja miyaꞌan bissā si Isa, niyaꞌ dambuwaꞌ dende amban dem kaꞌekkahanin missā papales, paꞌinne, "Asal kēgan manamal dende manganakan kaꞌuhin duk mamasusu kaꞌuhin." 
Lukas|11|28|Saguwaꞌ nambung si Isa, paꞌinne, "Pasōng pe teꞌed kēgan aꞌa mapakale si lapal Tuhanin duk manuhut meꞌ pangandaꞌakannen." 
Lukas|11|29|Pagmagkatamba ne paꞌin meꞌ aꞌa mapaliput pu si Isahin, paꞌinne si siye, "Kaꞌam meꞌ aꞌa kuweꞌitu inin, laꞌat kaꞌam. Makapakite tandaꞌ kaꞌam pangilalehanbi aku bang sabennal-bennal ku amban Tuhan. Saguwaꞌ gaꞌ niyaꞌ tandaꞌ pinakitehan si kaꞌam luwal hadja tandaꞌ Nabi Yunus awwalley. 
Lukas|11|30|Peggeꞌ kuweꞌ si Nabi Yunus hininang weꞌ Tuhanin tandaꞌ para si meꞌ aꞌa Ninibahin awwalley, damikkiyan isab aku, Anak Manusiyaꞌin, hinang tandaꞌ ku para si kaꞌam meꞌ aꞌa kuweꞌitu inin. 
Lukas|11|31|Bang tekka ellew pangahukum Tuhan meꞌ manusiyaꞌin, pī iyan nengge sultan dende amban lahat Seba masa awwalley duk taksilne kaꞌam. Peggeꞌ iye, pitu iye amban higad dunya peggeꞌ bayaꞌ pakalene meꞌ bissā Sultan Sulaimanin, aꞌa lalem teꞌed kataꞌunen masaley. Akahante kaꞌam, kuweꞌitu niyaꞌ tuꞌu si kaꞌam pasōng kataꞌunen amban Sulaiman, saguwaꞌ gaꞌi tayimaꞌbi panoloꞌnen. 
Lukas|11|32|Bang tekka ellew pangahukum Tuhan meꞌ manusiyaꞌin, pī iyan nengge meꞌ aꞌa si lahat Niniba awwalley duk taksilde kaꞌam. Peggeꞌ siye, pagsusunande duk lebbahande duseden sakaliꞌ takalede usihat Nabi Yunusin. Akahante kaꞌam, kuweꞌitu niyaꞌ tuꞌu si kaꞌam pasōng langkew amban Nabi Yunus, saguwaꞌ gaꞌi tayimaꞌbi panoloꞌnen duk gaꞌi pagsusunanbi dusebin." 
Lukas|11|33|Paꞌin si Isa pe, "Gaꞌ niyaꞌ aꞌa mekketan payitaꞌan ubus bu tapukanne atawa lekkebanne lagaꞌ. Saguwaꞌ bettadne diyataꞌ tengenanne supaya meꞌ mapadiyalemin kitede dantaꞌin. 
Lukas|11|34|Mataten dalil payitaꞌan si barante. Bang pastiꞌ pamayamten, hātinen bentel hinanganten, kuweꞌ dantaꞌ tibuꞌukan baranten, saguwaꞌ bang labut pamayamten, hātinen laꞌat hinanganten, kuweꞌ lindem tibuꞌukan baranten. 
Lukas|11|35|Hangkan pahatul kaꞌam supaya gaꞌi salaꞌ pamikilbin. Kaw paꞌinbi weꞌ dantaꞌ dem baranbin, ine kew lindem hatiꞌ. 
Lukas|11|36|Bang tibuꞌukan barannun dantaꞌ duk gaꞌ niyaꞌ bisan kuweꞌahat lindem, tibuꞌukan barannun dantaꞌ du manamal, kuweꞌ niyaꞌ payitaꞌan ninaganne." 
Lukas|11|37|Pagubus si Isa missā, binoꞌo iye weꞌ dambuwaꞌ Pariseo hap lumaꞌne mangan. Pī iye duk ningkoloꞌ sōng mangan. 
Lukas|11|38|Ulaliꞌ Pariseohin peggeꞌ gaꞌ si Isa ngosoꞌ tangan meke mangan. 
Lukas|11|39|Paꞌin si Isa si iye, "Kaꞌam meꞌ Pariseohin, kinosoꞌan weꞌ bi tikungin duk laleyin, saguwaꞌ dem ateybin pennoꞌ weꞌ napsu duk laꞌat. 
Lukas|11|40|Babbal pahāp kaꞌam iyan. Gaꞌi ke kataꞌuhanbi weꞌ dumaꞌin hadja pinapanjari Tuhanin meꞌ takite si bukutin saguwaꞌ pinapanjari isab weꞌ ne diyalemin, meꞌ manggaꞌi takitehin. 
Lukas|11|41|Saguwaꞌ pangurungun bi si meꞌ mamiskinin meꞌ diyalem tikungbin duk laleybin, manjari gī ne kēmon si kaꞌam. 
Lukas|11|42|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ Pariseohin. Magjakat kaꞌam bisan sampay meꞌ bawing duk saley duk meꞌ bayuꞌ-bayuꞌan pagpā-pā, saguwaꞌ gaꞌi tapikilbi maghinangan bentel si pagkasibi duk gaꞌi tapikilbi malasa si Tuhan. Hāp bang kaꞌam magjakat saguwaꞌ subey gaꞌi tayikutanbi meꞌ hinangan pinaꞌinku miyaꞌan. 
Lukas|11|43|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ Pariseohin. Bang kaꞌam dem langgal, kabayaꞌanbin ningkoloꞌ si kōkan. Bang kaꞌam dem tabuꞌan, sinna teꞌed kaꞌam bang kaꞌam sinalam weꞌ aꞌa. 
Lukas|11|44|"Kaꞌaseꞌ-aseꞌ kaꞌam. Peggeꞌ kuweꞌ kaꞌam dalil meꞌ kubul pasad ne, hangkan meꞌ aꞌahin magbutasan diyataꞌne bu gaꞌ kataꞌuhande weꞌ makabatal siye." 
Lukas|11|45|Manjari dangan meꞌ guru si saraꞌ āgamahin nambungan si Isa, paꞌinne, "Tuwan, bang kew missā sa iyan, paꞌiyaꞌnu isab sampay kami." 
Lukas|11|46|"Aweꞌ," paꞌin si Isa. "Kaꞌaseꞌ-aseꞌ isab kaꞌam, meꞌ guru si saraꞌ āgamahin. Peggeꞌ pinabohatan weꞌ bi meꞌ aꞌahin duk meꞌ saraꞌ gaꞌi takoleꞌde, bu gaꞌi kaꞌam nabang moꞌone bisan kuweꞌahat. 
Lukas|11|47|"Asal kaꞌaseꞌ-aseꞌ kaꞌam. Peggeꞌ kaꞌam mahāpan kubul meꞌ nabi - bu siye meꞌ nabi pinapatey weꞌ meꞌ kapapuꞌanbi ley. 
Lukas|11|48|Pakitehanbi weꞌ paꞌuyun kaꞌam si meꞌ hinangan meꞌ kapapuꞌanbin. Siye mamapatey meꞌ nabihin duk kaꞌam mahāpan kubulden. 
Lukas|11|49|Hangkan hep Tuhanin, iye malalem kataꞌunen, paꞌinne, 'Ngandaꞌak du ku pī si bangsa Israꞌil meꞌ nabi duk meꞌ aꞌa kawakilanku. Saguwaꞌ sinduwe pinapīkun, papateyde du duk sinduwehin binasade.'
Lukas|11|50|Hangkan hep, kaꞌam meꞌ aꞌa kuweꞌitu inin, ilegga du kaꞌam sabab duse meꞌ kapapuꞌanbin, pamonoꞌde meꞌ kanabi-nabihanin kemuwe tagnaꞌ dunyahin pinapanjari. 
Lukas|11|51|Asal ilegga du kaꞌam sabab kamatey meꞌ kanabihan īꞌen, tinagnaꞌan amban si Habil anak Apuꞌ Adamin sampay Jakariya, iye pinapateyde si ellet pagkuluban-kulubananin duk langgal hadjehin. Aweꞌ, akahante kaꞌam, kēmon meꞌ hininangde miyaꞌan moleꞌ si kaꞌam, meꞌ aꞌa maꞌellum kuweꞌituhin. 
Lukas|11|52|"Kaꞌaseꞌ-aseꞌ kaꞌam meꞌ guru si saraꞌ āgamahin. Binembelan weꞌ bi meꞌ aꞌahin supaya gaꞌi kataꞌuhande lān mabennal tudju Tuhanin. Gaꞌi du tuhutbi lān miyaꞌan duk pagesbi pe sasuku mabayaꞌ manuhut lān miyaꞌan." 
Lukas|11|53|Pagtahalaꞌ si Isa amban lumaꞌ miyaꞌan, kaꞌastelan teꞌed iye weꞌ meꞌ guru si saraꞌ āgamahin duk meꞌ Pariseohin duk ekka tilew-tilewde, 
Lukas|11|54|panguhi-nguhide iye kaw niyaꞌ salaꞌ ujud tabissāne, manjari katuntutande iye.
Lukas|12|1|Sābu miyaꞌan, ibuhan meꞌ aꞌa mapatipunin hangkan maglewlaray siye. Manjari missā si Isa dehellu si meꞌ tindegnen, paꞌinne, "Pahatul-hatul kaꞌam kaw kaꞌam katimboꞌohan weꞌ hinangan meꞌ Pariseohin. Maghinang hadja siye duk siye takite weꞌ aꞌa. Addatde iyan kuweꞌ pasulig palatag. 
Lukas|12|2|Gaꞌ niyaꞌ dinebbunan weꞌ gaꞌi ujud paguwaꞌ, gaꞌ niyaꞌ tinapukan weꞌ gaꞌi ujud kataꞌuhan. 
Lukas|12|3|Ine-ine pagsuwi-suwibi sangem, takale du bang ellew ne. Ine-ine pagkemotbi dem bilik, pinalataꞌ du si meꞌ aꞌa si tabuꞌan." 
Lukas|12|4|"Akahante kaꞌam, meꞌ bagay, daꞌa kaꞌam tinalew si meꞌ makapapatey baranbin duk ubus gaꞌ du niyaꞌ tahinangde namba. 
Lukas|12|5|Saguwaꞌ akahante kaꞌam bang sine subey katalewanbin. Iye subey katalewanbin, Tuhanin, peggeꞌ dumaꞌin hadja baran tapapateynen, saguwaꞌ taga balakat iye ngalakasan niyawabin pī dem narkaꞌ. Aweꞌ, asal iye subey katalewanbin." 
Lukas|12|6|Paꞌin si Isa pe, "Niyaꞌ meꞌ manuk-manuk dikiꞌ tabellite lime kayuꞌ duwe sīn. Bisan mura du halgaꞌden saguwaꞌ gaꞌ niyaꞌ siye bisan dambuwaꞌ takayipat weꞌ Tuhanin. 
Lukas|12|7|Na, pasōng ne kaꞌam, gaꞌi kaꞌam takayipat weꞌ Tuhanin. Bisan kōkbin kataꞌuhanne bang piye lamba ekkahannen. Hangkan daꞌa kaꞌam tinalew. Mahalgaꞌ pe kaꞌam si iye amban meꞌ manuk-manuk maꞌekkahin." 
Lukas|12|8|"Akahante kaꞌam," paꞌin si Isa, "weꞌ sine-sine magbennal si harapan aꞌa weꞌ patuhut iye si aku, Anak Manusiyaꞌin, asal magbennal du ku isab si harapan meꞌ malaꞌikat Tuhanin weꞌ patuhut iye si aku. 
Lukas|12|9|Saguwaꞌ sine-sine masuwey si harapan aꞌa weꞌ gaꞌi iye patuhut si aku, Anak Manusiyaꞌin, masuwey du ku isab si harapan meꞌ malaꞌikat Tuhanin weꞌ gaꞌi iye patuhut si aku. 
Lukas|12|10|Sine-sine missā laꞌat si aku, Anak Manusiyaꞌin, makajari du iye inampun. Saguwaꞌ bang Niyawa Sutsihin binissā-bissāhannen asal gaꞌi teꞌed iye inampun. 
Lukas|12|11|Bang si pasōngan siggew meꞌ aꞌa kaꞌam bu boꞌode pī si meꞌ langgalde hinukum, atawa boꞌode kaꞌam pī si harapan meꞌ nakuraꞌde duk meꞌ magbayaꞌ si lahatin, daꞌa kaꞌam magsuse bang saꞌingge pamēbbegbi dibin atawa bang ine binissābin. 
Lukas|12|12|Peggeꞌ panoloꞌan Niyawa Sutsihin du kaꞌam si waktu miyaꞌan bang ine subey binissābin." 
Lukas|12|13|Manjari niyaꞌ dangan amban meꞌ aꞌa mabanesin missā. Paꞌinne pu si Isa, "O Tuwan, daꞌakun be sakakun ambat ku bahagiꞌanne pusakaꞌ amban sama kamiley." 
Lukas|12|14|Saguwaꞌ paꞌin si Isa si iye, "Oy lella. Gaꞌ ku kaꞌurungan kapatut ngahukum kaꞌam duk gaꞌ niyaꞌ kapatutku mahagiꞌ alataꞌbin." 
Lukas|12|15|Manjari paꞌin si Isa si meꞌ aꞌahin, "Pahatul-hatul kaꞌam. Halliꞌanun bi kēmon bayuꞌ-bayuꞌan napsu, peggeꞌ bisan aꞌahin dayahan manamal, dumaꞌin alataꞌ maꞌekkahin makaꞌellum iyehin." 
Lukas|12|16|Ubus inakahan siye weꞌ ne dambuwaꞌ dalilan, paꞌinne, "Niyaꞌ dambuwaꞌ aꞌa dayahan taga meꞌ bulakan. Manjari teꞌed kēmon meꞌ tinanemnen. 
Lukas|12|17|Manjari paꞌinne dem ateyne, 'Ine enteꞌ hinangku peggeꞌ gaꞌ ne niyaꞌ pangennaꞌanku jari meꞌ tinanemkun? 
Lukas|12|18|A, kataꞌuhanku bang ine subey hinangku,' paꞌinne. 'Larakku meꞌ kamaligkun bu matengge ku hadje pe amban tagnaꞌin, duk ennaꞌku laꞌi kēmon jari tinanemkun duk kēmon alataꞌkun. 
Lukas|12|19|Ubus paꞌinku si diku: Asal hāp sukudkun. Ekka ne taꞌennaꞌku para si meꞌ tahun maꞌekka si pasōnganin. Pahali-hali ne ku. Mangan ku, nginum ku duk magadjak-adjak ku.'
Lukas|12|20|Saguwaꞌ paꞌin Tuhanin si iye, 'Asal dupang kew iyan! Sangem inin du, ineddoꞌ ne amban kaꞌu umulnun. Manjari, pu sine ne meꞌ alataꞌ pinanyapnun?' " 
Lukas|12|21|Ubus miyaꞌan paꞌin si Isa, "Na, asal sa iyan du isab aꞌahin bang nipun iye alataꞌ para si dine bu miskin iye si matahan Tuhan." 
Lukas|12|22|Manjari missā si Isa si meꞌ tindegnen, paꞌinne, "Hangkan hep paꞌinku si kaꞌam, daꞌa kaꞌam maggagal sabab kaꞌellumanbin, bang ine kinakanbin atawa sabab baranbin, bang ine panemmekbin. 
Lukas|12|23|Peggeꞌ mahalgaꞌ pe hep umulin amban kinakan duk mahalgaꞌ pe hep baranin amban semmek. 
Lukas|12|24|Payamanun bi meꞌ owakin. Gaꞌi siye magtanem atawa magpagani duk gaꞌ niyaꞌ pagennaꞌ-ennaꞌande kinakan. Saguwaꞌ pakan Tuhanin du siye. Pasōng teꞌed kaꞌam mahalgaꞌ amban meꞌ manuk-manukin. 
Lukas|12|25|Sine kaꞌam tapatahaꞌbi umulbin bisan da ora bang kaꞌam magsuse? 
Lukas|12|26|Bang gaꞌi du tahinangbi bisan kuweꞌahat inin, weꞌey pe pagsusehanbi sinduwehin? 
Lukas|12|27|Payamanun bi meꞌ sumpingin bang saꞌingge panuligden. Gaꞌi siye maghinang, gaꞌi siye magtennun. Bu paꞌin akahante kaꞌam, bisan Sultan Sulaiman madayahan awwalley, gaꞌ bakas makapagsemmek hāpnen kuweꞌ dambuwaꞌ meꞌ sumping inin. 
Lukas|12|28|Bang Tuhanin tapasemmekanne pahāp-hāp meꞌ sumping sabetin bu gaꞌi du siye natas, ellum siye kuweꞌitu, pagsumu ineggas, na, kaꞌam pe gaꞌi tapasemmekanne? Asal kulang sandelbi si Tuhanin. 
Lukas|12|29|Daꞌa kaꞌam suse duk daꞌa iye luwal pinikilbin bang ine kinakanbin atawa ininumbin. 
Lukas|12|30|Meꞌ aꞌa manggaꞌi mangataꞌuhan Tuhanin, iye hep inin luwal pinikilden. Saguwaꞌ kaꞌam, subey kaꞌam gaꞌi magsuse peggeꞌ kataꞌuhan Samabi Tuhanin weꞌ iye inin meꞌ sukalbin. 
Lukas|12|31|Saguwaꞌ iye subey pinikilbin, sabab pagbayaꞌan Tuhanin duk sabab panuhut kinabayaꞌannen. Manjari urunganne du kaꞌam kēmon sukalbi inin." 
Lukas|12|32|"Kaꞌam, meꞌ tindegkun," paꞌin si Isa, "daꞌa kaꞌam tinalew bisan kaꞌam kulang. Peggeꞌ sinna Samabi Tuhanin weꞌ magbayaꞌ kaꞌam kuweꞌ iyehin. 
Lukas|12|33|Pabellihanun bi alataꞌbin duk pangurungun bi ulinen si meꞌ mamiskinin. Bang hinangbi inin, kuweꞌ du kaꞌam dalil ngennaꞌ alataꞌbin dem pitaka gaꞌi ngaꞌandang, hātinen alataꞌbin gaꞌ niyaꞌ kaꞌubusne laꞌi si surgaꞌ. Duk laꞌi gaꞌ niyaꞌ aꞌa nangkewne duk gaꞌ niyaꞌ aney makaꞌatanne. 
Lukas|12|34|Peggeꞌ antag-antag pangennaꞌanbi alataꞌbin, laꞌi isab patetegan ateybin." 
Lukas|12|35-36| Manjari paꞌin si Isa pe, "Subey kaꞌam luwal memes ngagadan pabalikkun, kuweꞌ meꞌ daraꞌakan ngagadan amuden bang moleꞌ amban pagkawinan. Magsemmek siye paghinang duk gaꞌi palemde payitaꞌanin. Pagtekka amuden bu ngalingan amban bukut, magtawus iye lukahande. 
Lukas|12|37|Asal kēgan meꞌ daraꞌakan miyaꞌan bang pagtekka amuden ngape pe siye duk andang siye panyap. Sabennal akahante kaꞌam, weꞌ patingkoloꞌ amuden siye si lamisahan duk tāgadne siye. 
Lukas|12|38|Bisan tengaꞌ bahangi atawa subu-subu katekkanen, bang kitene pe siye magjaga, bugtuꞌ ne kēg meꞌ daraꞌakan miyaꞌan. 
Lukas|12|39|Saguwaꞌ essebun bi inin, weꞌ bang kataꞌuhan dapuꞌ lumaꞌin bang lisag piye katekka panangkewin, tapagjaga iye duk gaꞌi tapasagadanne lumaꞌnen ilangkat duk inasek. 
Lukas|12|40|Damikkiyan isab kaꞌam, subey kaꞌam luwal panyap peggeꞌ aku, Anak Manusiyaꞌin, tekka du ku pitu balik baytu gaꞌi ku ase-asebi." 
Lukas|12|41|Manjari tilew si Petros iye, paꞌinne, "Tuwan, dalilan inakanu miyaꞌan, para si kami ke hadja atawa para si kēmon?" 
Lukas|12|42|Nambung si Isa magdalilan balik, paꞌinne, "Bang niyaꞌ daraꞌakan tapangandelan, duk hantap maghinang, iye iyan tahinang amunen nakuraꞌ meꞌ daraꞌakanne sinduwehin. Bang taꞌabut gantaꞌ pagurung-urungin, iye mangurung bānyaꞌ si meꞌ daraꞌakanin. 
Lukas|12|43|Pagtekka amunen balik, sinna manamal daraꞌakan miyaꞌan bang kite amunen weꞌ tuhutne kēmon pangandaꞌakan iyehin. 
Lukas|12|44|Sabennal akahante kaꞌam, weꞌ pangandel amunen du si iye kēmon alataꞌnen. 
